set;number;no_foil;foil
trna;1;false;false
trna;2;false;false
trna;3;false;false
trna;4;false;false
trna;5;false;false
trna;6;false;false
trna;7;false;false
trna;8;false;false
trna;9;false;false
trna;10;false;false
trna;11;false;false
trna;12;false;false
trna;13;false;false
