set;number;no_foil;foil
q06;1;false;false
q06;2;false;false
q06;3;false;false
q06;4;false;false
q06;5;false;false
q06;6;false;false
q06;7;false;false
q06;8;false;false
q06;9;false;false
q06;10;false;false
