set;number;no_foil;foil
teoe;1;false;false
teoe;2;false;false
teoe;3;false;false
teoe;4;false;false
teoe;5;false;false
teoe;6;false;false
teoe;7;false;false
teoe;8;false;false
teoe;9;false;false
teoe;10;false;false
teoe;11;false;false
teoe;12;false;false
