set;number;no_foil;foil
tznr;1;false;false
tznr;2;false;false
tznr;3;false;false
tznr;4;false;false
tznr;5;false;false
tznr;6;false;false
tznr;7;false;false
tznr;8;false;false
tznr;9;false;false
tznr;10;false;false
tznr;11;false;false
tznr;12;false;false
