set;number;no_foil;foil
tsoi;1;false;false
tsoi;CH1;false;false
tsoi;2;false;false
tsoi;CH2;false;false
tsoi;3;false;false
tsoi;4;false;false
tsoi;5;false;false
tsoi;6;false;false
tsoi;7;false;false
tsoi;8;false;false
tsoi;9;false;false
tsoi;10;false;false
tsoi;11;false;false
tsoi;12;false;false
tsoi;13;false;false
tsoi;14;false;false
tsoi;15;false;false
tsoi;16;false;false
tsoi;17;false;false
tsoi;18;false;false
