set;number;no_foil;foil
sstx;1;false;false
sstx;2;false;false
sstx;3;false;false
sstx;4;false;false
sstx;5;false;false
sstx;6;false;false
sstx;7;false;false
sstx;8;false;false
sstx;9;false;false
